Agency,City,State,NTD ID,Reporter Type,Report Year,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Guideway,Stations,Administrative Buildings,Maintenance Buildings,Passenger Vehicles,Other Vehicles,Fare Collection Equipment,Communication & Information Systems,Other,Total
Paducah Transit Authority,Paducah,KY,4R04-41013,Rural,2018,0.0,59.0,DR,DO,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733743.0
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,Full,2018,129534.0,59.0,DR,PT,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,Full,2018,129534.0,59.0,CB,PT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,Full,2018,129534.0,59.0,MB,DO,18.0,0.0,179817.0,0.0,0.0,0.0,0.0,0.0,20707.0,0.0,200524.0
"City of Yakima, dba: Yakima Transit",Yakima,WA,6,Full,2018,129534.0,59.0,VP,DO,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paducah Transit Authority,Paducah,KY,4R04-41013,Rural,2018,0.0,59.0,MB,DO,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"United Community Action Program, Inc.",Pawnee ,OK,6R04-60146,Rural,2018,0.0,58.0,DR,DO,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39513.0
Mid-Delta Transit,Helena West Helena,AR,6R01-60136,Rural,2018,0.0,58.0,DR,DO,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122101.0
Rolling Plains Management Corporation / SHARP Lines,Crowell ,TX,6R05-60143,Rural,2018,0.0,58.0,DR,DO,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276890.0
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,Full,2018,107677.0,58.0,MB,PT,52.0,0.0,0.0,0.0,0.0,7874704.0,0.0,160567.0,0.0,0.0,8035271.0
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,Full,2018,107677.0,58.0,DR,PT,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,50003,Full,2018,124064.0,58.0,MB,DO,40.0,0.0,0.0,0.0,0.0,82162.0,0.0,0.0,0.0,0.0,82162.0
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,50003,Full,2018,124064.0,58.0,SR,DO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,50003,Full,2018,124064.0,58.0,DR,PT,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,Full,2018,107677.0,58.0,DT,PT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Authority,Nashville,TN,40159,Full,2018,969587.0,57.0,CR,PT,8.0,1047043.0,3750310.0,0.0,0.0,170488.0,0.0,0.0,0.0,0.0,4967841.0
Southwest Area Regional Transit District,Uvalde ,TX,6R05-60256,Rural,2018,0.0,57.0,DR,DO,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305418.0
DeCamp Bus Lines,Montclair,NJ,20161,Full,2018,18351295.0,57.0,CB,DO,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Arkansas Transportation Service,Harrison,AR,6R01-60189,Rural,2018,0.0,57.0,DR,DO,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88663.0
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,Full,2018,4586770.0,57.0,MB,PT,52.0,0.0,0.0,20843.0,511314.0,14919805.0,0.0,0.0,199044.0,0.0,15651006.0
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,Full,2018,4586770.0,57.0,SR,PT,5.0,746750.0,0.0,346746.0,603101.0,640629.0,45591.0,0.0,349597.0,0.0,2732414.0
Alternativa de Transporte Integrado -ATI,San Juan,PR,40094,Full,2018,2148346.0,57.0,HR,PT,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Authority,Nashville,TN,40159,Full,2018,969587.0,57.0,VP,PT,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Arkansas Transportation Service,Harrison,AR,6R01-60189,Rural,2018,0.0,57.0,MB,DO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alternativa de Transporte Integrado -ATI,San Juan,PR,40094,Full,2018,2148346.0,57.0,MB,PT,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Authority,Nashville,TN,40159,Full,2018,969587.0,57.0,CB,PT,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Authority,Nashville,TN,40159,Full,2018,969587.0,57.0,MB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwestern Pennsylvania Commission,Pittsburgh,PA,30078,Full,2018,1733853.0,56.0,VP,PT,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Joaquin Council,Stockton,CA,99422,Full,2018,370583.0,56.0,VP,PT,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First Tennessee Human Resource Agency,Johnson City,TN,40950,Full,2018,120415.0,56.0,DR,DO,56.0,0.0,0.0,0.0,0.0,137881.0,0.0,0.0,0.0,0.0,137881.0
River Bend Transit,Davenport,IA,70049,Full,2018,280051.0,56.0,DR,DO,45.0,0.0,0.0,0.0,0.0,825188.0,50670.0,0.0,38588.0,2303.0,916749.0
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,5,Full,2018,3059393.0,56.0,MB,DO,33.0,0.0,146211.0,0.0,0.0,3976703.0,108402.0,13425.0,0.0,1061507.0,5306248.0
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,5,Full,2018,3059393.0,56.0,DR,DO,23.0,0.0,0.0,0.0,0.0,429190.0,0.0,0.0,0.0,0.0,429190.0
River Bend Transit,Davenport,IA,70049,Full,2018,280051.0,56.0,DR,PT,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River Bend Transit,Davenport,IA,70049,Full,2018,280051.0,56.0,MB,PT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Little Dixie Community Action Agency, Inc.",Hugo,OK,6R04-60191,Rural,2018,0.0,55.0,DR,DO,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0
"Lakeland Bus Lines, Inc.",Dover,NJ,20163,Full,2018,18351295.0,55.0,CB,DO,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayor and City Council Town of Ocean City,Ocean City,MD,3R03-30155,Rural,2018,0.0,55.0,MB,DO,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4932674.0
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,Full,2018,728825.0,55.0,MB,DO,50.0,1811647.0,0.0,0.0,0.0,837588.0,0.0,0.0,49079.0,998506.0,3696820.0
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,Full,2018,728825.0,55.0,DR,DO,5.0,0.0,0.0,0.0,0.0,92303.0,0.0,0.0,0.0,0.0,92303.0
Mayor and City Council Town of Ocean City,Ocean City,MD,3R03-30155,Rural,2018,0.0,55.0,DR,DO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67885.0
City of Elk Grove,Elk Grove,CA,90205,Full,2018,1723634.0,54.0,DR,PT,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transit Authority/RIDES,Spencer,IA,7R01-70240,Rural,2018,0.0,54.0,DR,DO,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240089.0
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",St. Cloud,MN,50028,Full,2018,110621.0,54.0,CB,DO,4.0,0.0,0.0,0.0,0.0,1792724.0,0.0,0.0,0.0,0.0,1792724.0
Greater Roanoke Transit Company,Roanoke,VA,30007,Full,2018,210111.0,54.0,MB,DO,36.0,0.0,64579.0,634.0,0.0,2099163.0,0.0,0.0,0.0,200346.0,2364722.0
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",St. Cloud,MN,50028,Full,2018,110621.0,54.0,MB,DO,27.0,0.0,0.0,52636.0,222055.0,2495831.0,0.0,80349.0,263137.0,0.0,3114008.0
City of Elk Grove,Elk Grove,CA,90205,Full,2018,1723634.0,54.0,CB,PT,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",St. Cloud,MN,50028,Full,2018,110621.0,54.0,DR,DO,23.0,0.0,0.0,16198.0,22798.0,1242136.0,0.0,26838.0,63254.0,0.0,1371224.0
City of Elk Grove,Elk Grove,CA,90205,Full,2018,1723634.0,54.0,MB,PT,19.0,0.0,0.0,0.0,403352.0,2983012.0,0.0,0.0,0.0,0.0,3386364.0
Greater Roanoke Transit Company,Roanoke,VA,30007,Full,2018,210111.0,54.0,DR,PT,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greater Roanoke Transit Company,Roanoke,VA,30007,Full,2018,210111.0,54.0,CB,DO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Broome County, dba: Department of Transportation/BC Transit",Vestal,NY,20003,Full,2018,158084.0,53.0,DR,DO,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bolivar County Council On Aging, Inc.",Cleveland,MS,4R05-41192,Rural,2018,0.0,53.0,DR,DO,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181209.0
"North Front Range Transportation and Air Quality Planning Council, dba: North Front Range MPO / VanGo",Fort Collins,CO,80106,Full,2018,264465.0,53.0,VP,DO,53.0,0.0,0.0,0.0,0.0,278005.0,0.0,0.0,0.0,0.0,278005.0
"Broome County, dba: Department of Transportation/BC Transit",Vestal,NY,20003,Full,2018,158084.0,53.0,MB,DO,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambria County Transit Authority,Johnstown,PA,30012,Full,2018,69014.0,53.0,MB,DO,32.0,0.0,0.0,0.0,0.0,1887369.0,21938.0,0.0,0.0,42704.0,1952011.0
Cambria County Transit Authority,Johnstown,PA,30012,Full,2018,69014.0,53.0,IP,DO,2.0,676261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676261.0
Cambria County Transit Authority,Johnstown,PA,30012,Full,2018,69014.0,53.0,DR,DO,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66611.0,66611.0
"Broome County, dba: Department of Transportation/BC Transit",Vestal,NY,20003,Full,2018,158084.0,53.0,DR,PT,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Fort Collins, dba: Transfort",Fort Collins,CO,80011,Full,2018,264465.0,52.0,RB,DO,6.0,0.0,0.0,0.0,83728.0,0.0,0.0,0.0,54283.0,44753.0,182764.0
"Trans-Bridge Lines, Inc. ",Bethlehem,PA,20169,Full,2018,18351295.0,52.0,CB,DO,52.0,0.0,39511.0,0.0,49288.0,2896072.0,76342.0,16629.0,0.0,0.0,3077842.0
Bay Metropolitan Transit Authority,Bay City,MI,50029,Full,2018,70585.0,52.0,MB,DO,38.0,0.0,0.0,0.0,0.0,0.0,56107.0,0.0,0.0,59238.0,115345.0
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,90173,Full,2018,136969.0,52.0,MB,PT,37.0,0.0,0.0,206247.0,0.0,1827336.0,0.0,0.0,0.0,0.0,2033583.0
"City of Fort Collins, dba: Transfort",Fort Collins,CO,80011,Full,2018,264465.0,52.0,MB,DO,32.0,0.0,0.0,0.0,514526.0,0.0,0.0,0.0,199377.0,312982.0,1026885.0
"City of Fort Collins, dba: Transfort",Fort Collins,CO,80011,Full,2018,264465.0,52.0,DR,PT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Fort Collins, dba: Transfort",Fort Collins,CO,80011,Full,2018,264465.0,52.0,MB,PT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,90173,Full,2018,136969.0,52.0,DR,PT,15.0,0.0,0.0,0.0,0.0,542227.0,0.0,0.0,0.0,0.0,542227.0
Bay Metropolitan Transit Authority,Bay City,MI,50029,Full,2018,70585.0,52.0,DR,DO,14.0,0.0,0.0,0.0,0.0,52760.0,24045.0,0.0,0.0,0.0,76805.0
"City of Fort Collins, dba: Transfort",Fort Collins,CO,80011,Full,2018,264465.0,52.0,DT,PT,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concho Valley Transit District,San Angelo,TX,60102,Full,2018,92984.0,51.0,DR,DO,35.0,0.0,0.0,0.0,0.0,150072.0,0.0,0.0,155556.0,92177.0,397805.0
"Laredo Transit Management, Inc., dba: El Metro",Laredo,TX,60009,Full,2018,235730.0,51.0,MB,DO,35.0,0.0,0.0,0.0,8295.0,390888.0,0.0,0.0,0.0,92950.0,492133.0
Rockford Mass Transit District,Rockford,IL,50058,Full,2018,296863.0,51.0,DR,DO,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rockford Mass Transit District,Rockford,IL,50058,Full,2018,296863.0,51.0,MB,DO,24.0,0.0,1354367.0,0.0,0.0,0.0,52288.0,0.0,14982.0,39053.0,1460690.0
Concho Valley Transit District,San Angelo,TX,60102,Full,2018,92984.0,51.0,MB,DO,16.0,0.0,0.0,0.0,0.0,420982.0,0.0,13213.0,25066.0,29074.0,488335.0
"Laredo Transit Management, Inc., dba: El Metro",Laredo,TX,60009,Full,2018,235730.0,51.0,DR,DO,16.0,0.0,0.0,0.0,0.0,197078.0,0.0,0.0,0.0,0.0,197078.0
Rockford Mass Transit District,Rockford,IL,50058,Full,2018,296863.0,51.0,DR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yolo County Transportation District,Woodland,CA,90090,Full,2018,1723634.0,50.0,DR,PT,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Contra Costa Transit Authority,Pinole,CA,90159,Full,2018,3281212.0,50.0,CB,PT,9.0,0.0,0.0,0.0,0.0,319775.0,0.0,17502.0,58272.0,0.0,395549.0
Western Contra Costa Transit Authority,Pinole,CA,90159,Full,2018,3281212.0,50.0,DR,PT,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"United Community Action Partnership, Inc.",Marshall,MN,5R04-55326,Rural,2018,0.0,50.0,MB,DO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,Full,2018,4515419.0,50.0,DR,DO,5.0,0.0,0.0,0.0,0.0,48340.0,0.0,0.0,0.0,0.0,48340.0
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,Full,2018,4515419.0,50.0,VP,DO,45.0,0.0,0.0,18647.0,161110.0,251376.0,0.0,0.0,0.0,4193.0,435326.0
"United Community Action Partnership, Inc.",Marshall,MN,5R04-55326,Rural,2018,0.0,50.0,DR,DO,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290880.0
Yolo County Transportation District,Woodland,CA,90090,Full,2018,1723634.0,50.0,MB,PT,41.0,0.0,0.0,0.0,0.0,4555177.0,0.0,0.0,0.0,16717.0,4571894.0
South Bend Public Transportation Corporation,South Bend,IN,50052,Full,2018,278165.0,50.0,MB,DO,35.0,0.0,0.0,110221.0,0.0,51718.0,69772.0,0.0,103300.0,0.0,335011.0
Western Reserve Transit Authority,Youngstown,OH,50024,Full,2018,387550.0,50.0,MB,DO,35.0,0.0,0.0,131478.0,331977.0,3869883.0,0.0,10655.0,112864.0,59056.0,4515913.0
"City of Eau Claire, dba: Eau Claire Transit",Eau Claire,WI,50099,Full,2018,102852.0,50.0,DR,PT,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Contra Costa Transit Authority,Pinole,CA,90159,Full,2018,3281212.0,50.0,MB,PT,32.0,0.0,0.0,0.0,402411.0,0.0,0.0,17548.0,25974.0,0.0,445933.0
Grant County Transportation Authority,Moses Lake,WA,0R03-00309,Rural,2018,0.0,50.0,MB,DO,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341482.0
"City of Eau Claire, dba: Eau Claire Transit",Eau Claire,WI,50099,Full,2018,102852.0,50.0,MB,DO,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Reserve Transit Authority,Youngstown,OH,50024,Full,2018,387550.0,50.0,DR,DO,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant County Transportation Authority,Moses Lake,WA,0R03-00309,Rural,2018,0.0,50.0,DR,PT,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Bend Public Transportation Corporation,South Bend,IN,50052,Full,2018,278165.0,50.0,DR,DO,15.0,0.0,0.0,0.0,0.0,99982.0,0.0,834.0,0.0,0.0,100816.0
Grant County Transportation Authority,Moses Lake,WA,0R03-00309,Rural,2018,0.0,50.0,VP,DO,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Gardena, dba: GTrans",Gardena,CA,90042,Full,2018,12150996.0,49.0,DR,DO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation",Conover,NC,40172,Full,2018,212195.0,49.0,MB,DO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31044.0,31044.0
Riverside County Transportation Commission,Riverside,CA,90218,Full,2018,1932666.0,49.0,VP,PT,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Gardena, dba: GTrans",Gardena,CA,90042,Full,2018,12150996.0,49.0,MB,DO,43.0,0.0,0.0,0.0,5911.0,237171.0,76073.0,0.0,11012.0,121131.0,451298.0
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation",Conover,NC,40172,Full,2018,212195.0,49.0,DR,DO,43.0,0.0,0.0,0.0,0.0,63867.0,0.0,0.0,0.0,15292.0,79159.0
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,40068,Full,2018,77074.0,49.0,DR,DO,39.0,0.0,0.0,0.0,0.0,107010.0,0.0,0.0,0.0,28825.0,135835.0
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,20010,Full,2018,423566.0,49.0,MB,DO,34.0,0.0,0.0,0.0,0.0,198606.0,0.0,0.0,0.0,0.0,198606.0
"Collier County, dba: Collier Area Transit",Naples,FL,40140,Full,2018,310298.0,49.0,DR,PT,30.0,0.0,0.0,0.0,0.0,332372.0,0.0,0.0,14776.0,0.0,347148.0
Portage Area Regional Transportation Authority,Kent,OH,50021,Full,2018,569499.0,49.0,DR,DO,26.0,0.0,0.0,0.0,0.0,233148.0,25649.0,0.0,0.0,0.0,258797.0
Portage Area Regional Transportation Authority,Kent,OH,50021,Full,2018,569499.0,49.0,MB,DO,23.0,0.0,0.0,0.0,2779485.0,2088162.0,0.0,0.0,73047.0,11421.0,4952115.0
"Collier County, dba: Collier Area Transit",Naples,FL,40140,Full,2018,310298.0,49.0,MB,PT,19.0,0.0,0.0,191232.0,0.0,2258480.0,0.0,0.0,171606.0,524669.0,3145987.0
"Dutchess County, dba: Dutchess County Public Transit",Poughkeepsie,NY,20010,Full,2018,423566.0,49.0,DR,DO,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,40068,Full,2018,77074.0,49.0,DT,PT,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riverside County Transportation Commission,Riverside,CA,90218,Full,2018,1932666.0,49.0,CR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alamo Area Council of Governments,San Antonio ,TX,60130,Full,2018,1758210.0,48.0,DR,DO,48.0,0.0,0.0,0.0,0.0,1364172.0,0.0,0.0,0.0,0.0,1364172.0
Northern Oklahoma Development Authority,ENID,OK,6R04-60226,Rural,2018,0.0,48.0,DR,DO,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Region XII Council of Governments/WITS,Carroll,IA,7R01-70224,Rural,2018,0.0,48.0,DR,DO,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103342.0
Butte County Association of Governments,Chico,CA,90208,Full,2018,98176.0,48.0,MB,PT,26.0,0.0,0.0,0.0,415021.0,4225390.0,0.0,0.0,0.0,0.0,4640411.0
Butte County Association of Governments,Chico,CA,90208,Full,2018,98176.0,48.0,DR,PT,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Empire Older Citizens Transit,Big Stone Gap,VA,3R06-30132,Rural,2018,0.0,47.0,DR,DO,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498036.0
"Inca Community Services, Inc.",Atoka,OK,6R04-60205,Rural,2018,0.0,47.0,DR,DO,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Full,2018,5441567.0,47.0,DR,DO,47.0,0.0,0.0,0.0,0.0,428243.0,0.0,0.0,0.0,0.0,428243.0
Kerr Area Transportation Authority,Henderson,NC,4R06-41048,Rural,2018,0.0,47.0,DR,DO,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1865679.0
Bloomington-Normal Public Transit System,Normal,IL,50047,Full,2018,132600.0,47.0,MB,DO,32.0,0.0,0.0,0.0,0.0,4605240.0,20244.0,57000.0,0.0,114017.0,4796501.0
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,90206,Full,2018,59219.0,47.0,MB,DO,25.0,0.0,0.0,898234.0,0.0,16701.0,0.0,0.0,153207.0,94378.0,1162520.0
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,90206,Full,2018,59219.0,47.0,DR,DO,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250.0,0.0,8250.0
Kerr Area Transportation Authority,Henderson,NC,4R06-41048,Rural,2018,0.0,47.0,MB,DO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloomington-Normal Public Transit System,Normal,IL,50047,Full,2018,132600.0,47.0,DR,DO,15.0,0.0,0.0,0.0,0.0,614080.0,0.0,0.0,0.0,0.0,614080.0
"Endless Mountains Transportation Authority, dba: BeST Transit",Athens,PA,3R04-30170,Rural,2018,0.0,46.0,MB,DO,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47291.0
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,30091,Full,2018,88542.0,46.0,DR,DO,9.0,0.0,0.0,0.0,0.0,99290.0,0.0,0.0,0.0,0.0,99290.0
Licking Valley CAP,Flemingsburg,KY,4R04-40971,Rural,2018,0.0,46.0,DR,DO,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356671.0
10-15 Regional Transit Agency,Ottumwa,IA,7R01-70242,Rural,2018,0.0,46.0,DR,DO,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37136.0
"City of Culver City, dba: Culver City Municipal Bus Lines",Culver City,CA,90039,Full,2018,12150996.0,46.0,MB,DO,44.0,0.0,0.0,0.0,711776.0,0.0,0.0,0.0,492105.0,0.0,1203881.0
"Town of Blacksburg, dba: Blacksburg Transit",Blacksburg,VA,30091,Full,2018,88542.0,46.0,MB,DO,37.0,0.0,779192.0,33850.0,208988.0,3222054.0,0.0,0.0,307523.0,57865.0,4609472.0
"Endless Mountains Transportation Authority, dba: BeST Transit",Athens,PA,3R04-30170,Rural,2018,0.0,46.0,DR,DO,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanawha Valley Regional Transportation Authority,Charleston,WV,30001,Full,2018,153199.0,46.0,MB,DO,35.0,0.0,0.0,0.0,6130.0,3785557.0,24345.0,0.0,43364.0,0.0,3859396.0
"Jefferson Parish, dba: Jefferson Transit",Gretna,LA,60088,Full,2018,899703.0,46.0,MB,PT,31.0,0.0,58970.0,12803.0,17703.0,0.0,18750.0,0.0,19400.0,0.0,127626.0
Link Transit,Wenatchee,WA,43,Full,2018,67227.0,46.0,MB,DO,31.0,0.0,2493327.0,217454.0,0.0,563067.0,26223.0,0.0,269268.0,19184.0,3588523.0
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,50044,Full,2018,313492.0,46.0,MB,DO,29.0,0.0,0.0,0.0,0.0,1375813.0,0.0,0.0,2277.0,17592.0,1395682.0
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,40043,Full,2018,326183.0,46.0,DR,DO,25.0,0.0,0.0,0.0,0.0,311018.0,0.0,0.0,0.0,0.0,311018.0
"City of Mobile, dba: THE WAVE TRANSIT SYSTEM",Mobile,AL,40043,Full,2018,326183.0,46.0,MB,DO,21.0,0.0,96841.0,0.0,0.0,0.0,0.0,0.0,76346.0,0.0,173187.0
Grays Harbor Transit,Hoquiam,WA,0R03-00314,Rural,2018,0.0,46.0,MB,DO,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309923.0
"City of Culver City, dba: Culver City Municipal Bus Lines",Culver City,CA,90039,Full,2018,12150996.0,46.0,DR,DO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,50044,Full,2018,313492.0,46.0,DR,DO,17.0,0.0,0.0,0.0,0.0,200607.0,0.0,0.0,0.0,0.0,200607.0
"Jefferson Parish, dba: Jefferson Transit",Gretna,LA,60088,Full,2018,899703.0,46.0,DR,PT,15.0,0.0,0.0,5136.0,0.0,14899.0,21149.0,3530.0,56060.0,0.0,100774.0
Link Transit,Wenatchee,WA,43,Full,2018,67227.0,46.0,DR,DO,14.0,0.0,0.0,0.0,0.0,387284.0,0.0,0.0,39990.0,0.0,427274.0
Grays Harbor Transit,Hoquiam,WA,0R03-00314,Rural,2018,0.0,46.0,VP,DO,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grays Harbor Transit,Hoquiam,WA,0R03-00314,Rural,2018,0.0,46.0,DR,DO,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120525.0
