ntd_id,agency_name,reporting_module,mode,expense_type,passenger_paid_fares,organization_paid_fares,total_fares
80173,"Mineral County Pioneer Council, Inc.",Rural,DR,Funds Expended on Operations,3860,0.0,3860.0
80179,City of Burlington,Rural,DR,Funds Expended on Operations,2537,0.0,2537.0
80181,Custer County Council on Aging,Rural,DR,Funds Expended on Operations,17637,135.0,17772.0
80182,Rural Office of Community Services,Rural,DR,Funds Expended on Operations,207366,177197.0,384563.0
80183,Valley County Transit,Rural,DR,Funds Expended on Operations,36722,0.0,36722.0
80184,Lake County Council on Aging,Rural,DR,Funds Expended on Operations,3165,921.0,4086.0
80184,Lake County Council on Aging,Rural,DR,Funds Expended on Operations,3954,0.0,3954.0
80185,Riverton Senior Center,Rural,DR,Funds Expended on Operations,1800,19133.0,20933.0
80186,"Steamboat Springs, City of",Rural,CB,Funds Expended on Operations,139941,0.0,139941.0
80187,Brookings Area Transit Authority,Rural,DR,Funds Expended on Operations,206056,100705.0,306761.0
80188,Southern Teton Area Rapid Transit,Rural,MB,Funds Expended on Operations,100924,0.0,100924.0
80188,Southern Teton Area Rapid Transit,Rural,MB,Funds Expended on Operations,291888,0.0,291888.0
80189,"Southern Colorado Community Action Agency, Inc.",Rural,CB,Funds Expended on Operations,88251,0.0,88251.0
80189,"Southern Colorado Community Action Agency, Inc.",Rural,DR,Funds Expended on Operations,9165,528.0,9693.0
80189,"Southern Colorado Community Action Agency, Inc.",Rural,MB,Funds Expended on Operations,14678,823.0,15501.0
80190,"East Dakota Transit, Inc.",Rural,DR,Funds Expended on Operations,10733,866.0,11599.0
80193,Senior Citizens Council,Rural,DR,Funds Expended on Operations,33919,24406.0,58325.0
80193,Senior Citizens Council,Rural,MB,Funds Expended on Operations,225,0.0,225.0
80196,Kenmare Wheels & Meals,Rural,DR,Funds Expended on Operations,3673,160.0,3833.0
80200,Missoula Ravalli Transportation Management Association,Rural,VP,Funds Expended on Operations,6660,0.0,6660.0
80201,Montezuma County Public Transportation,Rural,DR,Funds Expended on Operations,7092,27590.0,34682.0
80205,Daniels Memorial Healthcare Foundation,Rural,DR,Funds Expended on Operations,5948,0.0,5948.0
80206,City of Durango,Rural,DR,Funds Expended on Operations,5365,0.0,5365.0
80206,City of Durango,Rural,MB,Funds Expended on Operations,164248,100283.0,264531.0
80211,Town of Limon,Rural,DR,Funds Expended on Operations,3337,0.0,3337.0
80216,Converse County Aging Services,Rural,DR,Funds Expended on Operations,5514,0.0,5514.0
80218,Sweetwater Transit Authority Resources,Rural,DR,Funds Expended on Operations,14868,3155.0,18023.0
80220,Flathead County Public Transportation,Rural,MB,Funds Expended on Operations,0,7000.0,7000.0
80221,Northeast Colorado Association of Local Governments,Rural,DR,Funds Expended on Operations,0,589897.0,589897.0
80221,Northeast Colorado Association of Local Governments,Rural,MB,Funds Expended on Operations,29958,0.0,29958.0
80223,"Lander Senior Citizens Center, Inc.",Rural,DR,Funds Expended on Operations,12198,3092.0,15290.0
80224,Phillips Transit Authority,Rural,DR,Funds Expended on Operations,14652,0.0,14652.0
80225,City of La Junta,Rural,DR,Funds Expended on Operations,10290,0.0,10290.0
80228,Kidder-Emmons County Senior Services,Rural,DR,Funds Expended on Operations,4499,40.0,4539.0
80233,Cavalier County Senior Meals & Services,Rural,DR,Funds Expended on Operations,10865,819.0,11684.0
80235,"Human Resource Development Council District IX, Inc.",Rural,DR,Funds Expended on Operations,5634,0.0,5634.0
80236,Fergus County Council on Aging,Rural,DR,Funds Expended on Operations,9951,9711.0,19662.0
80237,Neighbor to Neighbor Volunteers,Rural,DR,Funds Expended on Operations,9865,40856.0,50721.0
80238,West River Transit,Rural,DR,Funds Expended on Operations,70098,2387.0,72485.0
80248,Cedar Area Transportation Service,Rural,DR,Funds Expended on Operations,8126,3646.0,11772.0
80248,Cedar Area Transportation Service,Rural,MB,Funds Expended on Operations,11222,1579.0,12801.0
80249,Benson County Transportation,Rural,DR,Funds Expended on Operations,1175,3131.0,4306.0
80252,Eppson Center for Seniors,Rural,DR,Funds Expended on Operations,3793,1634.0,5427.0
80253,"West River Transit Authority, Inc.",Rural,DR,Funds Expended on Operations,45654,40138.0,85792.0
80254,"Glen-wood, Inc.",Rural,DR,Funds Expended on Operations,7546,784.0,8330.0
80255,Big Sky Transportation District,Rural,MB,Funds Expended on Operations,88151,80442.0,168593.0
80259,Richland County,Rural,DR,Funds Expended on Operations,7529,796.0,8325.0
80260,Basin Transit Association,Rural,DR,Funds Expended on Operations,1480,0.0,1480.0
80261,Can-Do Transportation,Rural,DR,Funds Expended on Operations,6245,597.0,6842.0
80262,City of Laurel,Rural,DR,Funds Expended on Operations,5020,0.0,5020.0
80264,"Cody Council on Aging, Inc.",Rural,DR,Funds Expended on Operations,1483,2809.0,4292.0
80267,"Senior Resource Development Agency, Pueblo, Inc.",Urban,DR,Funds Expended on Operations,13557,65382.0,78939.0
80267,"Senior Resource Development Agency, Pueblo, Inc.",Urban,MB,Funds Expended on Operations,51796,0.0,51796.0
80268,Southwest Transportation Services,Rural,DR,Funds Expended on Operations,16968,17791.0,34759.0
80269,"West Yellowstone Foundation, Inc.",Rural,DR,Funds Expended on Operations,11980,30.0,12010.0
80270,Golden Valley/Billings County Council On Aging,Rural,DR,Funds Expended on Operations,13873,3592.0,17465.0
80271,"Yankton Transit, Inc.",Rural,DR,Funds Expended on Operations,79019,28014.0,107033.0
80274,"The Canon City Golden Age Council, Inc",Rural,DR,Funds Expended on Operations,11329,50326.0,61655.0
80280,Archuleta County Transportation/Mountain Express Transit,Rural,DR,Funds Expended on Operations,2142,0.0,2142.0
80280,Archuleta County Transportation/Mountain Express Transit,Rural,MB,Funds Expended on Operations,3968,0.0,3968.0
80284,Park City Municipal Corporation,Rural,MB,Funds Expended on Operations,2045,0.0,2045.0
80285,Via Mobility Services,Urban,DR,Funds Earned During Period,1637,0.0,1637.0
80287,Goshen County Senior Friendship Center,Rural,DR,Funds Expended on Operations,2154,4234.0,6388.0
80289,Roaring Fork Transportation Authority,Rural,CB,Funds Expended on Operations,1736346,0.0,1736346.0
80289,Roaring Fork Transportation Authority,Rural,MB,Funds Expended on Operations,1230458,0.0,1230458.0
80289,Roaring Fork Transportation Authority,Rural,RB,Funds Expended on Operations,1531469,0.0,1531469.0
80290,Hazen Busing Project,Rural,DR,Funds Expended on Operations,15102,6168.0,21270.0
80296,Walsh County Transportation Program,Rural,DR,Funds Expended on Operations,9107,5703.0,14810.0
80298,Community Coordinated Transportation System,Urban,DR,Funds Expended on Capital,0,30927.0,30927.0
80298,Community Coordinated Transportation System,Urban,DR,Funds Expended on Operations,111148,345265.0,456413.0
80299,"Silver Key Senior Services, Inc",Urban,DR,Funds Expended on Operations,45532,0.0,45532.0
80302,Souris Basin Transit,Rural,DR,Funds Expended on Operations,122132,52342.0,174474.0
80303,City of Minot,Rural,MB,Funds Expended on Operations,47350,0.0,47350.0
80304,"Services for Seniors, Inc.",Rural,DR,Funds Expended on Operations,2585,0.0,2585.0
88122,Oglala Sioux Tribe,Tribe,MB,Funds Expended on Operations,54605,0.0,54605.0
88128,Spirit Lake Tribe,Tribe,DR,Funds Expended on Operations,6801,0.0,6801.0
88134,Confederated Salish and Kootenai Tribes,Tribe,CB,Funds Expended on Operations,26010,0.0,26010.0
88134,Confederated Salish and Kootenai Tribes,Tribe,DR,Funds Expended on Operations,11141,0.0,11141.0
88140,Standing Rock Public Transportation,Tribe,DR,Funds Expended on Operations,19716,2646.0,22362.0
88152,Blackfeet Nation Transit Department,Tribe,DR,Funds Expended on Operations,9424,0.0,9424.0
88158,Cheyenne River Sioux Tribe,Tribe,DR,Funds Expended on Operations,21951,3416.0,25367.0
88176,Lower Brule Sioux Tribe,Tribe,DR,Funds Expended on Operations,645,0.0,645.0
88182,Rosebud Sioux Tribe,Tribe,DR,Funds Expended on Operations,105384,0.0,105384.0
88194,Yankton Sioux Tribe,Tribe,DR,Funds Expended on Operations,481,0.0,481.0
88194,Yankton Sioux Tribe,Tribe,MB,Funds Expended on Operations,2377,0.0,2377.0
88200,Ute Tribe,Tribe,DR,Funds Expended on Operations,200,0.0,200.0
88200,Ute Tribe,Tribe,MB,Funds Expended on Operations,190,0.0,190.0
88201,Sisseton-Wahpeton Oyate,Tribe,DR,Funds Expended on Operations,18085,0.0,18085.0
88215,Montrose County Seniors,Rural,DR,Funds Expended on Operations,6563,230582.0,237145.0
88215,Montrose County Seniors,Rural,MB,Funds Expended on Operations,20420,5995.0,26415.0
88217,Fallon County,Rural,DR,Funds Expended on Operations,5901,0.0,5901.0
88218,Powell County Public Transportation,Rural,DR,Funds Expended on Operations,5301,326.0,5627.0
88219,"Powell Senior Citizens Ago-Go, Inc.",Rural,DR,Funds Expended on Operations,4053,5168.0,9221.0
88222,Wildrose Public Transportation,Rural,DR,Funds Expended on Operations,4738,5955.0,10693.0
88224,Washakie County Senior Citizens Center,Rural,DR,Funds Expended on Operations,5931,2340.0,8271.0
88229,Bent County,Rural,DR,Funds Expended on Operations,1544,0.0,1544.0
88229,Bent County,Rural,MB,Funds Expended on Operations,10585,1600.0,12185.0
88230,Teller Senior Coalition,Rural,DR,Funds Expended on Operations,560,29407.0,29967.0
88230,Teller Senior Coalition,Rural,MB,Funds Expended on Operations,23,0.0,23.0
88294,San Miguel Authority for Regional Transportation,Rural,CB,Funds Expended on Operations,47862,0.0,47862.0
88294,San Miguel Authority for Regional Transportation,Rural,VP,Funds Expended on Operations,13980,0.0,13980.0
88297,"Community Transit of Watertown/Sisseton, Inc.",Rural,DR,Funds Expended on Operations,233132,170750.0,403882.0
88299,Clear Creek County,Rural,MB,Funds Expended on Operations,62,0.0,62.0
90001,Regional Transportation Commission of Washoe County,Urban,CB,Funds Earned During Period,35136,0.0,35136.0
90001,Regional Transportation Commission of Washoe County,Urban,DR,Funds Earned During Period,277279,0.0,277279.0
90001,Regional Transportation Commission of Washoe County,Urban,MB,Funds Earned During Period,2093866,0.0,2093866.0
90001,Regional Transportation Commission of Washoe County,Urban,VP,Funds Earned During Period,3561776,0.0,3561776.0
90002,City and County of Honolulu,Urban,DR,Funds Earned During Period,1349229,0.0,1349229.0
90002,City and County of Honolulu,Urban,DR,Funds Earned During Period,95252,0.0,95252.0
90002,City and County of Honolulu,Urban,MB,Funds Earned During Period,31888794,0.0,31888794.0
90002,City and County of Honolulu,Urban,VP,Funds Earned During Period,179818,0.0,179818.0
90003,San Francisco Bay Area Rapid Transit District,Urban,DR,Funds Earned During Period,368195,0.0,368195.0
90003,San Francisco Bay Area Rapid Transit District,Urban,HR,Funds Earned During Period,130240843,0.0,130240843.0
90003,San Francisco Bay Area Rapid Transit District,Urban,MG,Funds Earned During Period,2123705,0.0,2123705.0
90003,San Francisco Bay Area Rapid Transit District,Urban,YR,Funds Earned During Period,3084746,0.0,3084746.0
90004,Golden Empire Transit District,Urban,DR,Funds Earned During Period,261112,447085.0,708197.0
90004,Golden Empire Transit District,Urban,MB,Funds Earned During Period,2227910,543434.0,2771344.0
90006,Santa Cruz Metropolitan Transit District,Urban,CB,Funds Earned During Period,701132,543718.0,1244850.0
90006,Santa Cruz Metropolitan Transit District,Urban,DR,Funds Earned During Period,210547,0.0,210547.0
90006,Santa Cruz Metropolitan Transit District,Urban,MB,Funds Earned During Period,1488924,5303427.0,6792351.0
90008,City of Santa Monica,Urban,DR,Funds Earned During Period,2819,0.0,2819.0
90008,City of Santa Monica,Urban,DR,Funds Earned During Period,10658,0.0,10658.0
90008,City of Santa Monica,Urban,MB,Funds Earned During Period,4171404,1446466.0,5617870.0
90009,San Mateo County Transit District,Urban,DR,Funds Earned During Period,394522,0.0,394522.0
90009,San Mateo County Transit District,Urban,DR,Funds Earned During Period,43084,0.0,43084.0
90009,San Mateo County Transit District,Urban,MB,Funds Earned During Period,6501713,0.0,6501713.0
90009,San Mateo County Transit District,Urban,MB,Funds Earned During Period,1974013,0.0,1974013.0
90010,City of Torrance,Urban,DR,Funds Earned During Period,56525,0.0,56525.0
90010,City of Torrance,Urban,MB,Funds Earned During Period,412486,0.0,412486.0
90012,San Joaquin Regional Transit District,Urban,CB,Funds Earned During Period,174179,0.0,174179.0
90012,San Joaquin Regional Transit District,Urban,CB,Funds Earned During Period,6780,0.0,6780.0
90012,San Joaquin Regional Transit District,Urban,DR,Funds Earned During Period,112904,0.0,112904.0
90012,San Joaquin Regional Transit District,Urban,DR,Funds Earned During Period,78132,0.0,78132.0
90012,San Joaquin Regional Transit District,Urban,DR,Funds Earned During Period,71628,0.0,71628.0
90012,San Joaquin Regional Transit District,Urban,MB,Funds Earned During Period,995508,101680.0,1097188.0
90012,San Joaquin Regional Transit District,Urban,MB,Funds Earned During Period,4523,0.0,4523.0
90013,Santa Clara Valley Transportation Authority,Urban,DR,Funds Earned During Period,1036071,0.0,1036071.0
90013,Santa Clara Valley Transportation Authority,Urban,LR,Funds Earned During Period,2804855,0.0,2804855.0
90013,Santa Clara Valley Transportation Authority,Urban,MB,Funds Earned During Period,18080143,0.0,18080143.0
90013,Santa Clara Valley Transportation Authority,Urban,MB,Funds Earned During Period,0,77075.0,77075.0
90014,Alameda-Contra Costa Transit District,Urban,CB,Funds Earned During Period,1205681,0.0,1205681.0
90014,Alameda-Contra Costa Transit District,Urban,DR,Funds Earned During Period,1187725,0.0,1187725.0
90014,Alameda-Contra Costa Transit District,Urban,MB,Funds Earned During Period,31834241,0.0,31834241.0
90014,Alameda-Contra Costa Transit District,Urban,MB,Funds Earned During Period,240496,0.0,240496.0
90014,Alameda-Contra Costa Transit District,Urban,RB,Funds Earned During Period,1553579,0.0,1553579.0
90015,City and County of San Francisco,Urban,CC,Funds Earned During Period,10801075,0.0,10801075.0
90015,City and County of San Francisco,Urban,DR,Funds Earned During Period,420645,0.0,420645.0
90015,City and County of San Francisco,Urban,LR,Funds Earned During Period,6986478,14130.0,7000608.0
90015,City and County of San Francisco,Urban,MB,Funds Earned During Period,27143645,54896.0,27198541.0
90015,City and County of San Francisco,Urban,SR,Funds Earned During Period,1303700,2637.0,1306337.0
90015,City and County of San Francisco,Urban,TB,Funds Earned During Period,14674120,29677.0,14703797.0
90016,"Golden Gate Bridge, Highway and Transportation District",Urban,DR,Funds Earned During Period,85708,0.0,85708.0
90016,"Golden Gate Bridge, Highway and Transportation District",Urban,FB,Funds Earned During Period,6694183,0.0,6694183.0
90016,"Golden Gate Bridge, Highway and Transportation District",Urban,MB,Funds Earned During Period,7195117,79366.0,7274483.0
90017,City of Santa Rosa,Urban,DR,Funds Earned During Period,70779,0.0,70779.0
90017,City of Santa Rosa,Urban,MB,Funds Earned During Period,566363,199496.0,765859.0
90017,City of Santa Rosa,Urban,MB,Funds Earned During Period,0,93748.0,93748.0
90019,Sacramento Regional Transit District,Urban,DR,Funds Earned During Period,687234,621035.0,1308269.0
90019,Sacramento Regional Transit District,Urban,DR,Funds Earned During Period,8610,0.0,8610.0
90019,Sacramento Regional Transit District,Urban,LR,Funds Earned During Period,2886176,2608162.0,5494338.0
90019,Sacramento Regional Transit District,Urban,MB,Funds Earned During Period,3942987,3563175.0,7506162.0
90020,Santa Barbara Metropolitan Transit District,Urban,MB,Funds Earned During Period,2849170,1830031.0,4679201.0
90022,City of Norwalk,Urban,DR,Funds Earned During Period,9741,0.0,9741.0
90022,City of Norwalk,Urban,MB,Funds Earned During Period,208327,0.0,208327.0
90023,Long Beach Transit,Urban,DR,Funds Earned During Period,34994,0.0,34994.0
90023,Long Beach Transit,Urban,MB,Funds Earned During Period,6241353,682469.0,6923822.0
90024,City of La Mirada,Urban,DR,Funds Earned During Period,19606,0.0,19606.0
90026,San Diego Metropolitan Transit System,Urban,CB,Funds Earned During Period,164107,48699.0,212806.0
90026,San Diego Metropolitan Transit System,Urban,DR,Funds Earned During Period,495082,240368.0,735450.0
90026,San Diego Metropolitan Transit System,Urban,DR,Funds Earned During Period,81857,29999.0,111856.0
90026,San Diego Metropolitan Transit System,Urban,LR,Funds Earned During Period,22052236,3466528.0,25518764.0
90026,San Diego Metropolitan Transit System,Urban,MB,Funds Earned During Period,9230322,5588290.0,14818612.0
90026,San Diego Metropolitan Transit System,Urban,MB,Funds Earned During Period,13061015,1618379.0,14679394.0
90027,City of Fresno,Urban,DR,Funds Earned During Period,144834,0.0,144834.0
90027,City of Fresno,Urban,MB,Funds Earned During Period,2617375,719985.0,3337360.0
90029,Omnitrans,Urban,DR,Funds Earned During Period,192665,574722.0,767387.0
90029,Omnitrans,Urban,MB,Funds Earned During Period,4205371,2694453.0,6899824.0
90029,Omnitrans,Urban,MB,Funds Earned During Period,81630,54988.0,136618.0
90030,North County Transit District,Urban,CR,Funds Earned During Period,53447,2898.0,56345.0
90030,North County Transit District,Urban,CR,Funds Earned During Period,2360845,31878.0,2392723.0
90030,North County Transit District,Urban,DR,Funds Earned During Period,219920,646697.0,866617.0
90030,North County Transit District,Urban,MB,Funds Earned During Period,4290287,124350.0,4414637.0
90030,North County Transit District,Urban,YR,Funds Earned During Period,17184,4443.0,21627.0
90030,North County Transit District,Urban,YR,Funds Earned During Period,1090909,54299.0,1145208.0
90031,Riverside Transit Agency,Urban,CB,Funds Earned During Period,246488,0.0,246488.0
90031,Riverside Transit Agency,Urban,DR,Funds Earned During Period,421162,0.0,421162.0
90031,Riverside Transit Agency,Urban,MB,Funds Earned During Period,2394213,0.0,2394213.0
90031,Riverside Transit Agency,Urban,MB,Funds Earned During Period,748079,0.0,748079.0
90032,City of Phoenix Public Transit Department,Urban,DR,Funds Earned During Period,502968,0.0,502968.0
90032,City of Phoenix Public Transit Department,Urban,MB,Funds Earned During Period,11662645,0.0,11662645.0
90033,City of Tucson,Urban,MB,Funds Earned During Period,0,257600.0,257600.0
90034,City of Glendale,Urban,DR,Funds Earned During Period,86712,120.0,86832.0
90035,Gold Coast Transit District,Urban,DR,Funds Earned During Period,51366,70795.0,122161.0
90035,Gold Coast Transit District,Urban,MB,Funds Earned During Period,1823829,133508.0,1957337.0
90036,Orange County Transportation Authority,Urban,DR,Funds Earned During Period,1726055,1494134.0,3220189.0
90036,Orange County Transportation Authority,Urban,DR,Funds Earned During Period,639272,103012.0,742284.0
90036,Orange County Transportation Authority,Urban,MB,Funds Earned During Period,16152894,551840.0,16704734.0
90036,Orange County Transportation Authority,Urban,MB,Funds Earned During Period,4803267,206088.0,5009355.0
90036,Orange County Transportation Authority,Urban,VP,Funds Earned During Period,1634773,0.0,1634773.0
90039,City of Culver City,Urban,DR,Funds Earned During Period,1506,368.0,1874.0
90039,City of Culver City,Urban,MB,Funds Earned During Period,1142579,0.0,1142579.0
90041,City of Montebello,Urban,DR,Funds Earned During Period,18600,0.0,18600.0
90041,City of Montebello,Urban,DR,Funds Earned During Period,26985,0.0,26985.0
90041,City of Montebello,Urban,MB,Funds Earned During Period,2023324,0.0,2023324.0
90042,City of Gardena,Urban,DR,Funds Earned During Period,4069,0.0,4069.0
90042,City of Gardena,Urban,MB,Funds Earned During Period,1167450,0.0,1167450.0
90044,City of Arcadia,Urban,DR,Funds Expended on Operations,4334,0.0,4334.0
90044,City of Arcadia,Urban,MB,Funds Expended on Operations,2620,0.0,2620.0
90045,Regional Transportation Commission of Southern Nevada,Urban,DR,Funds Earned During Period,2880939,0.0,2880939.0
90045,Regional Transportation Commission of Southern Nevada,Urban,MB,Funds Earned During Period,46531535,0.0,46531535.0
90050,City of Simi Valley,Urban,DR,Funds Expended on Operations,33639,6972.0,40611.0
90050,City of Simi Valley,Urban,MB,Funds Expended on Operations,106152,26397.0,132549.0
90052,City of Corona,Urban,DR,Funds Expended on Operations,67259,650.0,67909.0
90052,City of Corona,Urban,MB,Funds Expended on Operations,63026,301.0,63327.0
90061,Yuba-Sutter Transit Authority,Urban,CB,Funds Earned During Period,73941,83600.0,157541.0
90061,Yuba-Sutter Transit Authority,Urban,DR,Funds Earned During Period,31021,85156.0,116177.0
90061,Yuba-Sutter Transit Authority,Urban,MB,Funds Earned During Period,234391,289479.0,523870.0
90062,Monterey-Salinas Transit,Urban,DR,Funds Earned During Period,173016,58352.0,231368.0
90062,Monterey-Salinas Transit,Urban,MB,Funds Earned During Period,1930765,793944.0,2724709.0
90062,Monterey-Salinas Transit,Urban,MB,Funds Earned During Period,247545,88220.0,335765.0
90078,Central Contra Costa Transit Authority,Urban,DR,Funds Earned During Period,72936,0.0,72936.0
90078,Central Contra Costa Transit Authority,Urban,MB,Funds Earned During Period,2212027,0.0,2212027.0
90079,SunLine Transit Agency,Urban,DR,Funds Earned During Period,203616,0.0,203616.0
90079,SunLine Transit Agency,Urban,MB,Funds Earned During Period,1387346,0.0,1387346.0
90079,SunLine Transit Agency,Urban,VP,Funds Earned During Period,141154,0.0,141154.0
90086,City of Riverside,Urban,DR,Funds Earned During Period,168452,0.0,168452.0
90087,City of Santa Maria,Urban,DR,Funds Earned During Period,30954,16080.0,47034.0
90087,City of Santa Maria,Urban,MB,Funds Earned During Period,570601,0.0,570601.0
90088,Napa Valley Transportation Authority,Urban,CB,Funds Earned During Period,89353,0.0,89353.0
90088,Napa Valley Transportation Authority,Urban,DR,Funds Earned During Period,144546,0.0,144546.0
90088,Napa Valley Transportation Authority,Urban,MB,Funds Earned During Period,268073,0.0,268073.0
90089,County of Sonoma,Urban,DR,Funds Earned During Period,114475,0.0,114475.0
90089,County of Sonoma,Urban,MB,Funds Earned During Period,472142,187562.0,659704.0
90090,Yolo County Transportation District,Urban,DR,Funds Earned During Period,47623,50585.0,98208.0
90090,Yolo County Transportation District,Urban,MB,Funds Earned During Period,792969,448268.0,1241237.0
90091,City of Visalia,Urban,CB,Funds Earned During Period,54923,43176.0,98099.0
90091,City of Visalia,Urban,DR,Funds Earned During Period,36954,34155.0,71109.0
90091,City of Visalia,Urban,MB,Funds Earned During Period,684271,96608.0,780879.0
90092,"City of Fairfield, California",Urban,CB,Funds Earned During Period,395382,1128.0,396510.0
90092,"City of Fairfield, California",Urban,DR,Funds Earned During Period,52303,0.0,52303.0
90092,"City of Fairfield, California",Urban,MB,Funds Earned During Period,303645,6394.0,310039.0
90093,Redding Area Bus Authority,Urban,DR,Funds Earned During Period,76173,0.0,76173.0
90093,Redding Area Bus Authority,Urban,MB,Funds Earned During Period,344024,65400.0,409424.0
90094,Metropolitan Transportation Commission,Urban,VP,Funds Earned During Period,6504406,0.0,6504406.0
90095,San Diego Association of Governments,Urban,VP,Funds Earned During Period,6021472,0.0,6021472.0
90121,Antelope Valley Transit Authority,Urban,CB,Funds Earned During Period,688175,0.0,688175.0
90121,Antelope Valley Transit Authority,Urban,DR,Funds Earned During Period,77827,0.0,77827.0
90121,Antelope Valley Transit Authority,Urban,MB,Funds Earned During Period,1161878,29191.0,1191069.0
90134,Peninsula Corridor Joint Powers Board,Urban,CR,Funds Earned During Period,17899182,15337175.0,33236357.0
90136,Regional Public Transportation Authority,Urban,DR,Funds Earned During Period,679639,0.0,679639.0
90136,Regional Public Transportation Authority,Urban,DR,Funds Earned During Period,412631,0.0,412631.0
90136,Regional Public Transportation Authority,Urban,MB,Funds Earned During Period,3277514,0.0,3277514.0
90136,Regional Public Transportation Authority,Urban,VP,Funds Earned During Period,2154880,0.0,2154880.0
90140,City of Peoria,Urban,DR,Funds Earned During Period,22387,0.0,22387.0
90142,"University of California, Davis",Urban,MB,Funds Earned During Period,97116,5003589.0,5100705.0
90144,Livermore / Amador Valley Transit Authority,Urban,DR,Funds Earned During Period,71934,29066.0,101000.0
90144,Livermore / Amador Valley Transit Authority,Urban,MB,Funds Earned During Period,929065,596897.0,1525962.0
90146,Foothill Transit,Urban,MB,Funds Earned During Period,7491063,0.0,7491063.0
90147,City of Los Angeles,Urban,CB,Funds Earned During Period,920712,27538.0,948250.0
90147,City of Los Angeles,Urban,DR,Funds Earned During Period,89736,0.0,89736.0
90147,City of Los Angeles,Urban,DR,Funds Earned During Period,185579,0.0,185579.0
90147,City of Los Angeles,Urban,MB,Funds Earned During Period,44390,558.0,44948.0
90148,Victor Valley Transit Authority,Urban,CB,Funds Earned During Period,339625,0.0,339625.0
90148,Victor Valley Transit Authority,Urban,DR,Funds Earned During Period,216276,67780.0,284056.0
90148,Victor Valley Transit Authority,Urban,MB,Funds Earned During Period,784077,311219.0,1095296.0
90148,Victor Valley Transit Authority,Urban,VP,Funds Earned During Period,2844735,0.0,2844735.0
90149,City of Lompoc,Urban,DR,Funds Expended on Operations,24967,0.0,24967.0
90149,City of Lompoc,Urban,MB,Funds Expended on Operations,57687,0.0,57687.0
90151,Southern California Regional Rail Authority,Urban,CR,Funds Earned During Period,24849645,3344370.0,28194015.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,HR,Funds Earned During Period,6335519,818781.0,7154300.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,LR,Funds Earned During Period,7756713,975056.0,8731769.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,MB,Funds Earned During Period,39570672,6443515.0,46014187.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,MB,Funds Earned During Period,1182863,0.0,1182863.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,RB,Funds Earned During Period,976810,136175.0,1112985.0
90154,Los Angeles County Metropolitan Transportation Authority,Urban,VP,Funds Earned During Period,9148488,0.0,9148488.0
90156,City of San Luis Obispo,Urban,MB,Funds Earned During Period,173258,537500.0,710758.0
90157,Access Services,Urban,DR,Funds Earned During Period,4623975,0.0,4623975.0
90157,Access Services,Urban,DR,Funds Earned During Period,2173958,0.0,2173958.0
90159,Western Contra Costa Transit Authority,Urban,CB,Funds Earned During Period,521239,1750.0,522989.0
90159,Western Contra Costa Transit Authority,Urban,DR,Funds Earned During Period,20960,1001.0,21961.0
90159,Western Contra Costa Transit Authority,Urban,MB,Funds Earned During Period,370044,83125.0,453169.0
90161,City of Union City,Urban,DR,Funds Expended on Operations,29797,0.0,29797.0
90161,City of Union City,Urban,MB,Funds Expended on Operations,155083,0.0,155083.0
90162,The Eastern Contra Costa Transit Authority,Urban,DR,Funds Earned During Period,445300,22732.0,468032.0
90162,The Eastern Contra Costa Transit Authority,Urban,DR,Funds Earned During Period,111076,0.0,111076.0
90162,The Eastern Contra Costa Transit Authority,Urban,MB,Funds Earned During Period,798928,2847.0,801775.0
90163,City of Camarillo,Urban,DR,Funds Expended on Operations,99075,0.0,99075.0
90163,City of Camarillo,Urban,MB,Funds Expended on Operations,20012,2189.0,22201.0
90164,Ventura County Transportation Commission,Urban,CB,Funds Earned During Period,322080,0.0,322080.0
90164,Ventura County Transportation Commission,Urban,DR,Funds Earned During Period,13413,0.0,13413.0
90164,Ventura County Transportation Commission,Urban,MB,Funds Earned During Period,15523,0.0,15523.0
90165,City of Thousand Oaks,Urban,DR,Funds Expended on Operations,16252,0.0,16252.0
90167,City of Davis,Urban,DR,Funds Expended on Operations,23768,0.0,23768.0
90168,City of Roseville,Urban,CB,Funds Expended on Operations,108492,0.0,108492.0
90168,City of Roseville,Urban,DR,Funds Expended on Operations,48143,16375.0,64518.0
90168,City of Roseville,Urban,MB,Funds Expended on Operations,194412,653.0,195065.0
90171,City of Santa Clarita,Urban,CB,Funds Earned During Period,420685,0.0,420685.0
90171,City of Santa Clarita,Urban,DR,Funds Earned During Period,80474,0.0,80474.0
90171,City of Santa Clarita,Urban,MB,Funds Earned During Period,946331,0.0,946331.0
90173,Transit Joint Powers Authority for Merced County,Urban,DR,Funds Earned During Period,53368,0.0,53368.0
90173,Transit Joint Powers Authority for Merced County,Urban,MB,Funds Earned During Period,364424,593012.0,957436.0
90175,City of Lodi,Urban,DR,Funds Expended on Operations,32448,0.0,32448.0
90175,City of Lodi,Urban,MB,Funds Expended on Operations,58139,0.0,58139.0
90182,Altamont Corridor Express,Urban,CR,Funds Earned During Period,2656361,0.0,2656361.0
